surface,x1_mu_MnOH2_eV,y1_mu_H2O_eV,x2_mu_MnOH2_eV,y2_mu_H2O_eV,region_a,region_b
011,-1.675,-0.675,-1.675,-0.625,R060,R058
011,-1.375,-0.675,-1.375,-0.625,R058,R043
011,-1.225,-0.675,-1.225,-0.625,R043,R044
011,-0.925,-0.675,-0.925,-0.625,R044,R037
011,-0.875,-0.675,-0.875,-0.625,R037,R035
011,-0.825,-0.675,-0.825,-0.625,R035,R038
011,-0.375,-0.675,-0.375,-0.625,R038,R007
011,-0.025,-0.675,-0.025,-0.625,R007,R008
011,-2.425,-0.625,-2.425,-0.575,R050,R046
011,-2.225,-0.625,-2.225,-0.575,R046,R015
011,-2.075,-0.625,-2.075,-0.575,R015,R016
011,-1.875,-0.625,-1.875,-0.575,R016,R039
011,-1.675,-0.625,-1.675,-0.575,R039,R042
011,-1.625,-0.625,-1.625,-0.575,R042,R041
011,-1.475,-0.625,-1.475,-0.575,R041,R035
011,-1.325,-0.625,-1.325,-0.575,R035,R043
011,-1.175,-0.625,-1.175,-0.575,R043,R044
011,-0.925,-0.625,-0.925,-0.575,R044,R037
011,-0.825,-0.625,-0.825,-0.575,R037,R038
011,-0.375,-0.625,-0.375,-0.575,R038,R007
011,-0.075,-0.625,-0.075,-0.575,R007,R008
011,-0.025,-0.625,-0.025,-0.575,R008,R009
011,-2.275,-0.575,-2.275,-0.525,R050,R046
011,-2.125,-0.575,-2.125,-0.525,R046,R015
011,-2.075,-0.575,-2.075,-0.525,R015,R016
011,-1.825,-0.575,-1.825,-0.525,R016,R039
011,-1.575,-0.575,-1.575,-0.525,R039,R041
011,-1.425,-0.575,-1.425,-0.525,R041,R035
011,-1.225,-0.575,-1.225,-0.525,R035,R043
011,-1.075,-0.575,-1.075,-0.525,R043,R044
011,-0.925,-0.575,-0.925,-0.525,R044,R037
011,-0.775,-0.575,-0.775,-0.525,R037,R038
011,-0.325,-0.575,-0.325,-0.525,R038,R007
011,-0.075,-0.575,-0.075,-0.525,R007,R008
011,-0.025,-0.575,-0.025,-0.525,R008,R009
011,-2.175,-0.525,-2.175,-0.475,R050,R046
011,-1.975,-0.525,-1.975,-0.475,R046,R016
011,-1.775,-0.525,-1.775,-0.475,R016,R039
011,-1.525,-0.525,-1.525,-0.475,R039,R041
011,-1.375,-0.525,-1.375,-0.475,R041,R035
011,-1.175,-0.525,-1.175,-0.475,R035,R043
011,-0.925,-0.525,-0.925,-0.475,R043,R037
011,-0.725,-0.525,-0.725,-0.475,R037,R038
011,-0.325,-0.525,-0.325,-0.475,R038,R007
011,-0.075,-0.525,-0.075,-0.475,R007,R008
011,-0.025,-0.525,-0.025,-0.475,R008,R009
011,-2.025,-0.475,-2.025,-0.425,R050,R046
011,-1.875,-0.475,-1.875,-0.425,R046,R014
011,-1.725,-0.475,-1.725,-0.425,R014,R039
011,-1.425,-0.475,-1.425,-0.425,R039,R041
011,-1.325,-0.475,-1.325,-0.425,R041,R035
011,-1.125,-0.475,-1.125,-0.425,R035,R043
011,-1.075,-0.475,-1.075,-0.425,R043,R037
011,-1.025,-0.475,-1.025,-0.425,R037,R043
011,-0.925,-0.475,-0.925,-0.425,R043,R037
011,-0.675,-0.475,-0.675,-0.425,R037,R038
011,-0.325,-0.475,-0.325,-0.425,R038,R007
011,-0.075,-0.475,-0.075,-0.425,R007,R008
011,-0.025,-0.475,-0.025,-0.425,R008,R009
011,-1.925,-0.425,-1.925,-0.375,R050,R046
011,-1.725,-0.425,-1.725,-0.375,R046,R014
011,-1.675,-0.425,-1.675,-0.375,R014,R039
011,-1.375,-0.425,-1.375,-0.375,R039,R041
011,-1.275,-0.425,-1.275,-0.375,R041,R035
011,-1.075,-0.425,-1.075,-0.375,R035,R043
011,-1.025,-0.425,-1.025,-0.375,R043,R037
011,-0.975,-0.425,-0.975,-0.375,R037,R043
011,-0.925,-0.425,-0.925,-0.375,R043,R037
011,-0.675,-0.425,-0.675,-0.375,R037,R002
011,-0.125,-0.425,-0.125,-0.375,R002,R001
011,-1.775,-0.375,-1.775,-0.325,R050,R046
011,-1.625,-0.375,-1.625,-0.325,R046,R039
011,-1.275,-0.375,-1.275,-0.325,R039,R041
011,-1.225,-0.375,-1.225,-0.325,R041,R035
011,-1.025,-0.375,-1.025,-0.325,R035,R037
011,-0.925,-0.375,-0.925,-0.325,R037,R043
011,-0.875,-0.375,-0.875,-0.325,R043,R037
011,-0.675,-0.375,-0.675,-0.325,R037,R002
011,-0.125,-0.375,-0.125,-0.325,R002,R001
011,-1.675,-0.325,-1.675,-0.275,R050,R046
011,-1.475,-0.325,-1.475,-0.275,R046,R039
011,-1.225,-0.325,-1.225,-0.275,R039,R041
011,-1.175,-0.325,-1.175,-0.275,R041,R035
011,-1.025,-0.325,-1.025,-0.275,R035,R037
011,-0.875,-0.325,-0.875,-0.275,R037,R043
011,-0.825,-0.325,-0.825,-0.275,R043,R037
011,-0.775,-0.325,-0.775,-0.275,R037,R003
011,-0.675,-0.325,-0.675,-0.275,R003,R002
011,-0.125,-0.325,-0.125,-0.275,R002,R001
011,-1.525,-0.275,-1.525,-0.225,R050,R046
011,-1.375,-0.275,-1.375,-0.225,R046,R039
011,-1.125,-0.275,-1.125,-0.225,R039,R035
011,-0.975,-0.275,-0.975,-0.225,R035,R037
011,-0.825,-0.275,-0.825,-0.225,R037,R043
011,-0.775,-0.275,-0.775,-0.225,R043,R030
011,-0.725,-0.275,-0.725,-0.225,R030,R003
011,-0.625,-0.275,-0.625,-0.225,R003,R002
011,-0.125,-0.275,-0.125,-0.225,R002,R001
011,-1.425,-0.225,-1.425,-0.175,R050,R047
011,-1.225,-0.225,-1.225,-0.175,R047,R040
011,-1.075,-0.225,-1.075,-0.175,R040,R036
011,-0.975,-0.225,-0.975,-0.175,R036,R035
011,-0.925,-0.225,-0.925,-0.175,R035,R037
011,-0.775,-0.225,-0.775,-0.175,R037,R043
011,-0.725,-0.225,-0.725,-0.175,R043,R032
011,-0.675,-0.225,-0.675,-0.175,R032,R005
011,-0.625,-0.225,-0.625,-0.175,R005,R004
011,-0.575,-0.225,-0.575,-0.175,R004,R002
011,-0.125,-0.225,-0.125,-0.175,R002,R001
011,-1.475,-0.175,-1.475,-0.125,R050,R051
011,-1.275,-0.175,-1.275,-0.125,R051,R047
011,-1.125,-0.175,-1.125,-0.125,R047,R040
011,-1.025,-0.175,-1.025,-0.125,R040,R034
011,-0.975,-0.175,-0.975,-0.125,R034,R033
011,-0.825,-0.175,-0.825,-0.125,R033,R030
011,-0.725,-0.175,-0.725,-0.125,R030,R032
011,-0.625,-0.175,-0.625,-0.125,R032,R005
011,-0.575,-0.175,-0.575,-0.125,R005,R004
011,-0.525,-0.175,-0.525,-0.125,R004,R002
011,-0.125,-0.175,-0.125,-0.125,R002,R001
011,-1.475,-0.125,-1.475,-0.075,R050,R051
011,-1.175,-0.125,-1.175,-0.075,R051,R047
011,-1.025,-0.125,-1.025,-0.075,R047,R052
011,-0.925,-0.125,-0.925,-0.075,R052,R033
011,-0.775,-0.125,-0.775,-0.075,R033,R030
011,-0.675,-0.125,-0.675,-0.075,R030,R032
011,-0.575,-0.125,-0.575,-0.075,R032,R004
011,-0.475,-0.125,-0.475,-0.075,R004,R002
011,-0.125,-0.125,-0.125,-0.075,R002,R001
011,-1.525,-0.075,-1.525,-0.025,R050,R051
011,-1.175,-0.075,-1.175,-0.025,R051,R049
011,-1.125,-0.075,-1.125,-0.025,R049,R047
011,-1.025,-0.075,-1.025,-0.025,R047,R052
011,-0.825,-0.075,-0.825,-0.025,R052,R033
011,-0.725,-0.075,-0.725,-0.025,R033,R030
011,-0.675,-0.075,-0.675,-0.025,R030,R031
011,-0.625,-0.075,-0.625,-0.025,R031,R032
011,-0.525,-0.075,-0.525,-0.025,R032,R004
011,-0.425,-0.075,-0.425,-0.025,R004,R002
011,-0.125,-0.075,-0.125,-0.025,R002,R001
011,-1.525,-0.025,-1.525,0.025,R048,R049
011,-1.075,-0.025,-1.075,0.025,R049,R047
011,-1.025,-0.025,-1.025,0.025,R047,R052
011,-0.775,-0.025,-0.775,0.025,R052,R033
011,-0.725,-0.025,-0.725,0.025,R033,R030
011,-0.675,-0.025,-0.675,0.025,R030,R031
011,-0.475,-0.025,-0.475,0.025,R031,R004
011,-0.375,-0.025,-0.375,0.025,R004,R001
011,-3.925,-3.975,-3.875,-3.975,R056,R061
011,-3.725,-3.975,-3.675,-3.975,R054,R056
011,-2.975,-3.975,-2.925,-3.975,R028,R054
011,-3.875,-3.925,-3.825,-3.925,R056,R061
011,-3.675,-3.925,-3.625,-3.925,R054,R056
011,-2.925,-3.925,-2.875,-3.925,R028,R054
011,-3.825,-3.875,-3.775,-3.875,R056,R061
011,-3.625,-3.875,-3.575,-3.875,R054,R056
011,-2.875,-3.875,-2.825,-3.875,R028,R054
011,-3.575,-3.825,-3.525,-3.825,R054,R056
011,-2.825,-3.825,-2.775,-3.825,R028,R054
011,-3.775,-3.775,-3.725,-3.775,R056,R061
011,-3.525,-3.775,-3.475,-3.775,R054,R056
011,-2.775,-3.775,-2.725,-3.775,R028,R054
011,-3.725,-3.725,-3.675,-3.725,R056,R061
011,-3.475,-3.725,-3.425,-3.725,R054,R056
011,-2.725,-3.725,-2.675,-3.725,R028,R054
011,-3.675,-3.675,-3.625,-3.675,R056,R061
011,-2.675,-3.675,-2.625,-3.675,R028,R054
011,-3.425,-3.625,-3.375,-3.625,R054,R056
011,-2.625,-3.625,-2.575,-3.625,R028,R054
011,-3.625,-3.575,-3.575,-3.575,R056,R061
011,-3.375,-3.575,-3.325,-3.575,R054,R056
011,-2.575,-3.575,-2.525,-3.575,R028,R054
011,-3.575,-3.525,-3.525,-3.525,R056,R061
011,-3.325,-3.525,-3.275,-3.525,R054,R056
011,-2.525,-3.525,-2.475,-3.525,R028,R054
011,-3.525,-3.475,-3.475,-3.475,R056,R061
011,-3.275,-3.475,-3.225,-3.475,R054,R056
011,-2.475,-3.475,-2.425,-3.475,R028,R054
011,-3.475,-3.425,-3.425,-3.425,R056,R057
011,-3.225,-3.425,-3.175,-3.425,R054,R056
011,-2.425,-3.425,-2.375,-3.425,R028,R054
011,-3.475,-3.375,-3.425,-3.375,R057,R061
011,-3.425,-3.375,-3.375,-3.375,R056,R057
011,-3.175,-3.375,-3.125,-3.375,R054,R056
011,-2.375,-3.375,-2.325,-3.375,R028,R054
011,-3.425,-3.325,-3.375,-3.325,R057,R061
011,-3.375,-3.325,-3.325,-3.325,R056,R057
011,-3.125,-3.325,-3.075,-3.325,R054,R056
011,-2.325,-3.325,-2.275,-3.325,R028,R054
011,-3.375,-3.275,-3.325,-3.275,R057,R061
011,-3.075,-3.275,-3.025,-3.275,R054,R056
011,-2.275,-3.275,-2.225,-3.275,R028,R054
011,-3.325,-3.225,-3.275,-3.225,R056,R057
011,-3.025,-3.225,-2.975,-3.225,R054,R056
011,-2.225,-3.225,-2.175,-3.225,R028,R054
011,-3.325,-3.175,-3.275,-3.175,R057,R061
011,-3.275,-3.175,-3.225,-3.175,R056,R057
011,-2.975,-3.175,-2.925,-3.175,R054,R056
011,-2.175,-3.175,-2.125,-3.175,R028,R054
011,-3.275,-3.125,-3.225,-3.125,R057,R061
011,-3.225,-3.125,-3.175,-3.125,R056,R057
011,-2.925,-3.125,-2.875,-3.125,R054,R056
011,-2.125,-3.125,-2.075,-3.125,R028,R054
011,-3.225,-3.075,-3.175,-3.075,R057,R061
011,-3.175,-3.075,-3.125,-3.075,R056,R057
011,-2.875,-3.075,-2.825,-3.075,R054,R056
011,-2.075,-3.075,-2.025,-3.075,R028,R054
011,-3.125,-3.025,-3.075,-3.025,R056,R057
011,-2.825,-3.025,-2.775,-3.025,R054,R056
011,-2.025,-3.025,-1.975,-3.025,R028,R054
011,-4.025,-2.975,-3.975,-2.975,R061,R029
011,-3.175,-2.975,-3.125,-2.975,R057,R061
011,-2.775,-2.975,-2.725,-2.975,R054,R056
011,-1.975,-2.975,-1.925,-2.975,R028,R054
011,-3.975,-2.925,-3.925,-2.925,R061,R029
011,-3.125,-2.925,-3.075,-2.925,R057,R061
011,-3.075,-2.925,-3.025,-2.925,R056,R057
011,-2.725,-2.925,-2.675,-2.925,R054,R056
011,-1.925,-2.925,-1.875,-2.925,R028,R054
011,-3.925,-2.875,-3.875,-2.875,R061,R029
011,-3.075,-2.875,-3.025,-2.875,R057,R061
011,-3.025,-2.875,-2.975,-2.875,R056,R057
011,-2.675,-2.875,-2.625,-2.875,R054,R056
011,-1.875,-2.875,-1.825,-2.875,R028,R054
011,-3.875,-2.825,-3.825,-2.825,R061,R029
011,-3.825,-2.825,-3.775,-2.825,R061,R029
011,-2.975,-2.825,-2.925,-2.825,R056,R057
011,-2.625,-2.825,-2.575,-2.825,R054,R056
011,-1.825,-2.825,-1.775,-2.825,R028,R054
011,-3.775,-2.775,-3.725,-2.775,R061,R029
011,-3.025,-2.775,-2.975,-2.775,R057,R061
011,-2.925,-2.775,-2.875,-2.775,R056,R057
011,-2.575,-2.775,-2.525,-2.775,R054,R056
011,-1.775,-2.775,-1.725,-2.775,R028,R054
011,-3.725,-2.725,-3.675,-2.725,R061,R029
011,-2.975,-2.725,-2.925,-2.725,R057,R061
011,-2.875,-2.725,-2.825,-2.725,R056,R057
011,-2.525,-2.725,-2.475,-2.725,R054,R056
011,-1.725,-2.725,-1.675,-2.725,R028,R054
011,-4.025,-2.675,-3.975,-2.675,R029,R026
011,-3.675,-2.675,-3.625,-2.675,R061,R029
011,-2.925,-2.675,-2.875,-2.675,R057,R061
011,-2.825,-2.675,-2.775,-2.675,R056,R057
011,-2.475,-2.675,-2.425,-2.675,R054,R056
011,-1.675,-2.675,-1.625,-2.675,R028,R054
011,-3.975,-2.625,-3.925,-2.625,R029,R026
011,-3.625,-2.625,-3.575,-2.625,R061,R029
011,-3.575,-2.625,-3.525,-2.625,R061,R029
011,-2.875,-2.625,-2.825,-2.625,R057,R062
011,-2.775,-2.625,-2.725,-2.625,R056,R057
011,-2.425,-2.625,-2.375,-2.625,R054,R056
011,-1.625,-2.625,-1.575,-2.625,R028,R054
011,-4.025,-2.575,-3.975,-2.575,R026,R024
011,-3.925,-2.575,-3.875,-2.575,R029,R026
011,-3.525,-2.575,-3.475,-2.575,R061,R029
011,-2.875,-2.575,-2.825,-2.575,R062,R061
011,-2.825,-2.575,-2.775,-2.575,R057,R062
011,-2.725,-2.575,-2.675,-2.575,R056,R057
011,-2.375,-2.575,-2.325,-2.575,R054,R056
011,-1.575,-2.575,-1.525,-2.575,R028,R054
011,-3.975,-2.525,-3.925,-2.525,R026,R024
011,-3.925,-2.525,-3.875,-2.525,R026,R024
011,-3.875,-2.525,-3.825,-2.525,R029,R026
011,-3.475,-2.525,-3.425,-2.525,R061,R029
011,-2.825,-2.525,-2.775,-2.525,R062,R061
011,-2.775,-2.525,-2.725,-2.525,R057,R062
011,-2.675,-2.525,-2.625,-2.525,R056,R057
011,-2.325,-2.525,-2.275,-2.525,R054,R056
011,-1.525,-2.525,-1.475,-2.525,R028,R054
011,-4.025,-2.475,-3.975,-2.475,R024,R022
011,-3.875,-2.475,-3.825,-2.475,R026,R024
011,-3.825,-2.475,-3.775,-2.475,R029,R026
011,-3.425,-2.475,-3.375,-2.475,R061,R029
011,-2.775,-2.475,-2.725,-2.475,R062,R061
011,-2.725,-2.475,-2.675,-2.475,R057,R062
011,-2.625,-2.475,-2.575,-2.475,R056,R057
011,-2.275,-2.475,-2.225,-2.475,R054,R056
011,-1.475,-2.475,-1.425,-2.475,R028,R054
011,-3.975,-2.425,-3.925,-2.425,R024,R022
011,-3.925,-2.425,-3.875,-2.425,R024,R022
011,-3.825,-2.425,-3.775,-2.425,R026,R024
011,-3.775,-2.425,-3.725,-2.425,R029,R026
011,-3.375,-2.425,-3.325,-2.425,R061,R029
011,-2.675,-2.425,-2.625,-2.425,R057,R062
011,-2.575,-2.425,-2.525,-2.425,R056,R057
011,-2.225,-2.425,-2.175,-2.425,R054,R056
011,-1.425,-2.425,-1.375,-2.425,R028,R054
011,-3.875,-2.375,-3.825,-2.375,R024,R022
011,-3.775,-2.375,-3.725,-2.375,R026,R024
011,-3.725,-2.375,-3.675,-2.375,R029,R026
011,-3.325,-2.375,-3.275,-2.375,R061,R029
011,-2.725,-2.375,-2.675,-2.375,R062,R061
011,-2.625,-2.375,-2.575,-2.375,R057,R062
011,-2.525,-2.375,-2.475,-2.375,R056,R057
011,-2.175,-2.375,-2.125,-2.375,R054,R056
011,-1.375,-2.375,-1.325,-2.375,R028,R054
011,-3.825,-2.325,-3.775,-2.325,R024,R022
011,-3.725,-2.325,-3.675,-2.325,R026,R024
011,-3.675,-2.325,-3.625,-2.325,R029,R024
011,-3.275,-2.325,-3.225,-2.325,R061,R029
011,-2.675,-2.325,-2.625,-2.325,R062,R061
011,-2.575,-2.325,-2.525,-2.325,R057,R062
011,-2.475,-2.325,-2.425,-2.325,R056,R057
011,-2.125,-2.325,-2.075,-2.325,R054,R056
011,-1.325,-2.325,-1.275,-2.325,R028,R054
011,-3.775,-2.275,-3.725,-2.275,R024,R022
011,-3.625,-2.275,-3.575,-2.275,R029,R024
011,-3.225,-2.275,-3.175,-2.275,R061,R029
011,-2.625,-2.275,-2.575,-2.275,R062,R061
011,-2.525,-2.275,-2.475,-2.275,R057,R062
011,-2.475,-2.275,-2.425,-2.275,R057,R062
011,-2.425,-2.275,-2.375,-2.275,R056,R057
011,-2.075,-2.275,-2.025,-2.275,R054,R056
011,-1.275,-2.275,-1.225,-2.275,R028,R054
011,-3.725,-2.225,-3.675,-2.225,R024,R022
011,-3.675,-2.225,-3.625,-2.225,R024,R022
011,-3.575,-2.225,-3.525,-2.225,R029,R024
011,-3.175,-2.225,-3.125,-2.225,R061,R029
011,-2.575,-2.225,-2.525,-2.225,R062,R061
011,-2.425,-2.225,-2.375,-2.225,R057,R062
011,-2.375,-2.225,-2.325,-2.225,R056,R057
011,-2.025,-2.225,-1.975,-2.225,R054,R056
011,-1.225,-2.225,-1.175,-2.225,R028,R054
011,-3.625,-2.175,-3.575,-2.175,R024,R022
011,-3.525,-2.175,-3.475,-2.175,R029,R024
011,-3.125,-2.175,-3.075,-2.175,R061,R029
011,-2.525,-2.175,-2.475,-2.175,R062,R061
011,-2.375,-2.175,-2.325,-2.175,R057,R062
011,-2.325,-2.175,-2.275,-2.175,R056,R057
011,-1.975,-2.175,-1.925,-2.175,R054,R056
011,-1.175,-2.175,-1.125,-2.175,R028,R054
011,-3.575,-2.125,-3.525,-2.125,R024,R022
011,-3.475,-2.125,-3.425,-2.125,R029,R024
011,-3.425,-2.125,-3.375,-2.125,R029,R025
011,-3.075,-2.125,-3.025,-2.125,R061,R029
011,-2.475,-2.125,-2.425,-2.125,R062,R061
011,-2.325,-2.125,-2.275,-2.125,R057,R062
011,-2.275,-2.125,-2.225,-2.125,R056,R057
011,-1.925,-2.125,-1.875,-2.125,R054,R056
011,-1.125,-2.125,-1.075,-2.125,R028,R054
011,-3.525,-2.075,-3.475,-2.075,R024,R022
011,-3.425,-2.075,-3.375,-2.075,R025,R024
011,-3.375,-2.075,-3.325,-2.075,R029,R025
011,-3.025,-2.075,-2.975,-2.075,R061,R029
011,-2.425,-2.075,-2.375,-2.075,R062,R061
011,-2.275,-2.075,-2.225,-2.075,R057,R062
011,-2.225,-2.075,-2.175,-2.075,R056,R057
011,-1.875,-2.075,-1.825,-2.075,R054,R056
011,-1.075,-2.075,-1.025,-2.075,R028,R054
011,-3.475,-2.025,-3.425,-2.025,R024,R022
011,-3.425,-2.025,-3.375,-2.025,R024,R022
011,-3.375,-2.025,-3.325,-2.025,R025,R024
011,-3.325,-2.025,-3.275,-2.025,R029,R025
011,-2.975,-2.025,-2.925,-2.025,R061,R029
011,-2.575,-2.025,-2.525,-2.025,R061,R062
011,-2.525,-2.025,-2.475,-2.025,R061,R062
011,-2.375,-2.025,-2.325,-2.025,R062,R061
011,-2.225,-2.025,-2.175,-2.025,R057,R062
011,-2.175,-2.025,-2.125,-2.025,R056,R057
011,-1.825,-2.025,-1.775,-2.025,R054,R056
011,-1.025,-2.025,-0.975,-2.025,R028,R054
011,-3.375,-1.975,-3.325,-1.975,R024,R022
011,-3.325,-1.975,-3.275,-1.975,R025,R024
011,-3.275,-1.975,-3.225,-1.975,R029,R025
011,-2.925,-1.975,-2.875,-1.975,R061,R029
011,-2.575,-1.975,-2.525,-1.975,R062,R061
011,-2.475,-1.975,-2.425,-1.975,R061,R062
011,-2.325,-1.975,-2.275,-1.975,R062,R061
011,-2.175,-1.975,-2.125,-1.975,R057,R062
011,-2.125,-1.975,-2.075,-1.975,R056,R062
011,-2.075,-1.975,-2.025,-1.975,R056,R059
011,-2.025,-1.975,-1.975,-1.975,R056,R059
011,-1.975,-1.975,-1.925,-1.975,R056,R059
011,-1.925,-1.975,-1.875,-1.975,R056,R059
011,-1.875,-1.975,-1.825,-1.975,R056,R059
011,-1.825,-1.975,-1.775,-1.975,R056,R059
011,-1.775,-1.975,-1.725,-1.975,R054,R059
011,-1.725,-1.975,-1.675,-1.975,R054,R059
011,-1.675,-1.975,-1.625,-1.975,R054,R059
011,-1.625,-1.975,-1.575,-1.975,R054,R059
011,-1.575,-1.975,-1.525,-1.975,R054,R059
011,-1.525,-1.975,-1.475,-1.975,R054,R059
011,-1.475,-1.975,-1.425,-1.975,R054,R059
011,-1.425,-1.975,-1.375,-1.975,R054,R059
011,-1.375,-1.975,-1.325,-1.975,R054,R059
011,-1.325,-1.975,-1.275,-1.975,R054,R059
011,-1.275,-1.975,-1.225,-1.975,R054,R059
011,-1.225,-1.975,-1.175,-1.975,R054,R059
011,-1.175,-1.975,-1.125,-1.975,R054,R059
011,-1.125,-1.975,-1.075,-1.975,R054,R059
011,-1.075,-1.975,-1.025,-1.975,R054,R059
011,-0.975,-1.975,-0.925,-1.975,R028,R054
011,-3.325,-1.925,-3.275,-1.925,R024,R022
011,-3.275,-1.925,-3.225,-1.925,R025,R024
011,-3.225,-1.925,-3.175,-1.925,R029,R025
011,-3.175,-1.925,-3.125,-1.925,R029,R025
011,-2.875,-1.925,-2.825,-1.925,R061,R029
011,-2.525,-1.925,-2.475,-1.925,R062,R061
011,-2.425,-1.925,-2.375,-1.925,R061,R062
011,-2.375,-1.925,-2.325,-1.925,R061,R062
011,-2.325,-1.925,-2.275,-1.925,R061,R060
011,-2.275,-1.925,-2.225,-1.925,R062,R060
011,-2.075,-1.925,-2.025,-1.925,R059,R062
011,-1.025,-1.925,-0.975,-1.925,R054,R059
011,-0.925,-1.925,-0.875,-1.925,R028,R054
011,-3.275,-1.875,-3.225,-1.875,R024,R022
011,-3.225,-1.875,-3.175,-1.875,R025,R024
011,-3.125,-1.875,-3.075,-1.875,R029,R025
011,-2.825,-1.875,-2.775,-1.875,R061,R029
011,-2.475,-1.875,-2.425,-1.875,R062,R061
011,-2.225,-1.875,-2.175,-1.875,R062,R060
011,-2.175,-1.875,-2.125,-1.875,R062,R060
011,-0.975,-1.875,-0.925,-1.875,R054,R059
011,-0.875,-1.875,-0.825,-1.875,R028,R054
011,-3.225,-1.825,-3.175,-1.825,R024,R022
011,-3.175,-1.825,-3.125,-1.825,R025,R022
011,-3.075,-1.825,-3.025,-1.825,R029,R025
011,-2.775,-1.825,-2.725,-1.825,R061,R029
011,-2.325,-1.825,-2.275,-1.825,R060,R062
011,-2.125,-1.825,-2.075,-1.825,R062,R060
011,-2.075,-1.825,-2.025,-1.825,R062,R060
011,-2.025,-1.825,-1.975,-1.825,R059,R062
011,-0.925,-1.825,-0.875,-1.825,R054,R059
011,-0.825,-1.825,-0.775,-1.825,R027,R053
011,-4.025,-1.775,-3.975,-1.775,R022,R067
011,-3.125,-1.775,-3.075,-1.775,R025,R022
011,-3.025,-1.775,-2.975,-1.775,R029,R025
011,-2.725,-1.775,-2.675,-1.775,R061,R029
011,-2.425,-1.775,-2.375,-1.775,R062,R061
011,-2.025,-1.775,-1.975,-1.775,R062,R060
011,-0.875,-1.775,-0.825,-1.775,R054,R059
011,-0.775,-1.775,-0.725,-1.775,R027,R053
011,-3.975,-1.725,-3.925,-1.725,R022,R067
011,-3.075,-1.725,-3.025,-1.725,R025,R022
011,-2.975,-1.725,-2.925,-1.725,R029,R025
011,-2.925,-1.725,-2.875,-1.725,R029,R025
011,-2.675,-1.725,-2.625,-1.725,R061,R029
011,-2.375,-1.725,-2.325,-1.725,R062,R061
011,-2.275,-1.725,-2.225,-1.725,R060,R062
011,-1.975,-1.725,-1.925,-1.725,R059,R060
011,-0.825,-1.725,-0.775,-1.725,R053,R058
011,-0.725,-1.725,-0.675,-1.725,R027,R053
011,-3.925,-1.675,-3.875,-1.675,R022,R067
011,-3.875,-1.675,-3.825,-1.675,R022,R067
011,-3.025,-1.675,-2.975,-1.675,R025,R022
011,-2.875,-1.675,-2.825,-1.675,R029,R025
011,-2.625,-1.675,-2.575,-1.675,R061,R029
011,-2.325,-1.675,-2.275,-1.675,R062,R061
011,-1.925,-1.675,-1.875,-1.675,R059,R058
011,-0.775,-1.675,-0.725,-1.675,R053,R058
011,-4.025,-1.625,-3.975,-1.625,R067,R069
011,-3.975,-1.625,-3.925,-1.625,R067,R069
011,-3.825,-1.625,-3.775,-1.625,R022,R067
011,-2.975,-1.625,-2.925,-1.625,R025,R022
011,-2.925,-1.625,-2.875,-1.625,R025,R023
011,-2.825,-1.625,-2.775,-1.625,R029,R025
011,-2.575,-1.625,-2.525,-1.625,R061,R029
011,-2.275,-1.625,-2.225,-1.625,R062,R061
011,-2.225,-1.625,-2.175,-1.625,R060,R062
011,-1.875,-1.625,-1.825,-1.625,R059,R058
011,-1.825,-1.625,-1.775,-1.625,R059,R058
011,-1.775,-1.625,-1.725,-1.625,R059,R058
011,-1.725,-1.625,-1.675,-1.625,R059,R058
011,-1.675,-1.625,-1.625,-1.625,R059,R058
011,-1.625,-1.625,-1.575,-1.625,R059,R058
011,-1.575,-1.625,-1.525,-1.625,R059,R058
011,-1.525,-1.625,-1.475,-1.625,R059,R058
011,-1.475,-1.625,-1.425,-1.625,R059,R058
011,-1.425,-1.625,-1.375,-1.625,R059,R058
011,-1.375,-1.625,-1.325,-1.625,R059,R058
011,-1.325,-1.625,-1.275,-1.625,R059,R058
011,-1.275,-1.625,-1.225,-1.625,R059,R058
011,-1.225,-1.625,-1.175,-1.625,R059,R058
011,-1.175,-1.625,-1.125,-1.625,R059,R058
011,-1.125,-1.625,-1.075,-1.625,R059,R058
011,-1.075,-1.625,-1.025,-1.625,R059,R058
011,-1.025,-1.625,-0.975,-1.625,R059,R058
011,-0.975,-1.625,-0.925,-1.625,R059,R058
011,-0.925,-1.625,-0.875,-1.625,R059,R058
011,-0.875,-1.625,-0.825,-1.625,R059,R058
011,-0.725,-1.625,-0.675,-1.625,R053,R058
011,-3.925,-1.575,-3.875,-1.575,R067,R069
011,-3.775,-1.575,-3.725,-1.575,R022,R067
011,-3.725,-1.575,-3.675,-1.575,R022,R067
011,-2.925,-1.575,-2.875,-1.575,R023,R022
011,-2.875,-1.575,-2.825,-1.575,R025,R023
011,-2.775,-1.575,-2.725,-1.575,R029,R025
011,-2.525,-1.575,-2.475,-1.575,R061,R029
011,-2.225,-1.575,-2.175,-1.575,R062,R060
011,-0.675,-1.575,-0.625,-1.575,R012,R013
011,-3.875,-1.525,-3.825,-1.525,R067,R069
011,-3.825,-1.525,-3.775,-1.525,R067,R069
011,-3.675,-1.525,-3.625,-1.525,R022,R067
011,-2.875,-1.525,-2.825,-1.525,R023,R022
011,-2.825,-1.525,-2.775,-1.525,R025,R023
011,-2.725,-1.525,-2.675,-1.525,R029,R025
011,-2.675,-1.525,-2.625,-1.525,R029,R025
